,Company,TypeName,Ram,OpSys,Weight,Price,IPS,Touchscreen,Display,PPI,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,Cpu_name
242,Asus,Notebook,8,Linux/Android/Chrome,2.69,47365,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
243,Dell,Gaming,8,Windows,2.56,46833,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
244,Lenovo,2 in 1 Convertible,8,Windows,1.38,57489,1,1,Full HD,158,0,256,0,0,Intel,Intel Core i7
245,Dell,Notebook,8,Windows,2.2,52480,0,0,Full HD,141,2000,128,0,0,AMD,Intel Core i7
246,HP,Notebook,8,Windows,2.04,29783,0,1,HD,100,1000,0,0,0,Intel,Intel Core i5
247,Asus,Gaming,16,Windows,3.6,159786,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
248,HP,Notebook,4,Windows,1.49,35964,1,0,Full HD,165,500,0,0,0,Intel,Intel Core i5
249,Apple,Ultrabook,8,Mac,1.37,108691,1,0,Retina Display,226,0,512,0,0,Intel,Intel Core i5
250,Dell,2 in 1 Convertible,8,Windows,2.08,43636,1,1,Full HD,141,1000,0,0,0,Intel,Intel Core i7
251,Asus,Gaming,16,Windows,4.3,95850,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
252,Asus,Notebook,4,Windows,1.68,24988,0,0,HD,100,1000,0,0,0,AMD,AMD
253,Lenovo,2 in 1 Convertible,8,Windows,1.37,98514,1,1,Full HD,158,0,512,0,0,Intel,Intel Core i7
254,Acer,Notebook,4,Windows,3.0,37402,1,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i3
255,Dell,Ultrabook,8,Windows,1.41,50562,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
256,HP,Notebook,8,Windows,1.91,23757,0,0,HD,100,0,128,0,0,AMD,AMD
257,HP,Notebook,16,Windows,2.9,56423,1,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
258,MSI,Gaming,16,Windows,4.14,133146,0,0,Full HD,127,1000,512,0,0,Nvidia,Intel Core i7
259,Lenovo,2 in 1 Convertible,8,Windows,2.0,90522,1,1,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
260,Dell,Notebook,8,Windows,2.8,60845,0,0,Full HD,127,1000,128,0,0,AMD,Intel Core i7
261,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,23656,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i3
262,HP,Notebook,4,Windows,2.1,38468,1,0,Full HD,141,500,0,0,0,Intel,Intel Core i5
263,Dell,Notebook,4,Windows,2.18,35004,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
264,Dell,Notebook,8,Windows,2.24,30103,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i5
265,Dell,2 in 1 Convertible,8,Windows,2.67,42570,0,1,Full HD,141,0,256,0,0,Intel,Intel Core i5
266,Asus,2 in 1 Convertible,8,Windows,1.1,79866,0,1,Full HD,165,0,1024,0,0,Intel,Intel Core i7
267,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,24881,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
268,HP,Notebook,8,Windows,2.5,54239,0,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
269,Lenovo,Notebook,8,Windows,2.05,46886,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
270,Apple,Ultrabook,8,Mac,1.37,104370,1,0,Retina Display,226,0,512,0,0,Intel,Intel Core i5
271,Asus,Gaming,16,Windows,3.2,82530,0,0,Full HD,127,1000,256,0,0,AMD,AMD
272,Dell,Notebook,8,Linux/Android/Chrome,2.14,39164,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
273,Lenovo,2 in 1 Convertible,16,Windows,1.36,133146,0,1,HD,209,0,512,0,0,Intel,Intel Core i7
274,Toshiba,Notebook,8,Windows,2.2,43263,0,0,HD,100,500,0,0,0,Nvidia,Intel Core i7
275,Dell,Notebook,12,Windows,2.3,37992,0,0,HD,100,1000,0,0,0,Intel,Intel Core i7
276,Dell,Notebook,8,Linux/Android/Chrome,2.8,58554,0,0,Full HD,127,1000,128,0,0,AMD,Intel Core i7
277,Acer,Notebook,8,Windows,2.2,39693,1,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
278,Lenovo,Notebook,4,Windows,2.8,26053,0,0,HD,106,1000,0,0,0,Intel,Intel Core i3
279,Lenovo,Notebook,8,Linux/Android/Chrome,2.8,45234,0,0,Full HD,127,2000,0,0,0,Nvidia,Intel Core i7
280,Lenovo,Notebook,6,Windows,2.8,45767,0,0,HD,106,1000,128,0,0,Nvidia,Intel Core i7
281,Dell,Notebook,4,Linux/Android/Chrome,2.25,22803,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i3
282,Lenovo,Gaming,8,Windows,2.5,44169,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
283,Lenovo,Notebook,6,Windows,2.2,30849,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
284,Acer,Notebook,8,Windows,3.0,50669,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
285,Acer,Notebook,12,Windows,2.15,35111,1,1,Full HD,141,1000,0,0,0,Intel,Intel Core i7
286,Lenovo,Notebook,8,Windows,1.95,58448,1,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
287,Asus,Ultrabook,8,Windows,1.7,52054,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
288,Lenovo,Gaming,16,Windows,2.5,62817,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
289,Lenovo,Notebook,8,Linux/Android/Chrome,2.2,35112,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
290,Acer,Notebook,2,Linux/Android/Chrome,2.19,10602,0,0,HD,100,0,16,0,0,Intel,Intel
291,Asus,Gaming,8,Windows,3.0,63243,0,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
292,HP,Notebook,8,Windows,2.54,26053,0,0,HD,106,1000,0,0,0,Intel,Intel Core i3
293,Dell,Notebook,8,Windows,2.0,97449,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
294,Lenovo,Notebook,8,Windows,2.05,39373,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
295,Lenovo,Gaming,8,Windows,3.2,69210,1,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
296,Acer,Notebook,8,Linux/Android/Chrome,2.5,52161,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
297,Dell,Workstation,16,Windows,3.42,153705,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
298,Lenovo,Notebook,6,Windows,2.4,26586,0,0,Full HD,141,1000,0,0,0,AMD,AMD
299,Asus,Ultrabook,16,Windows,1.63,78215,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
300,Asus,Notebook,4,Windows,1.3,27119,0,0,HD,111,0,128,0,0,Intel,Intel Core i3
301,Asus,Gaming,16,Windows,2.9,113060,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
302,Lenovo,Notebook,6,Windows,2.8,34578,0,0,HD,106,1000,0,0,0,Nvidia,Intel Core i5
303,Lenovo,Notebook,8,Linux/Android/Chrome,2.2,29250,0,0,HD,100,2000,0,0,0,Nvidia,Intel Core i5
304,Asus,Gaming,8,Windows,2.5,67399,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
305,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,19180,0,0,HD,100,1000,0,0,0,Intel,Intel
306,HP,2 in 1 Convertible,16,Windows,1.28,105228,0,1,Full HD,165,0,256,0,0,Intel,Intel Core i7
307,Toshiba,Notebook,8,Windows,2.2,55571,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
308,Lenovo,Notebook,8,Windows,2.3,43636,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
309,HP,Notebook,4,Windows,1.86,24988,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i3
310,Lenovo,Notebook,8,Windows,1.1,53226,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
311,Dell,Ultrabook,16,Windows,1.21,133146,1,1,4k,331,0,1000,0,0,Intel,Intel Core i7
312,MSI,Gaming,16,Windows,2.8,111834,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
313,Acer,Notebook,8,Windows,2.23,24988,0,0,Full HD,141,0,256,0,0,AMD,AMD
314,Asus,2 in 1 Convertible,2,Windows,1.1,14652,0,1,HD,135,0,0,0,32,Intel,Intel
315,Dell,Notebook,8,Windows,2.33,44968,0,0,Full HD,141,1000,128,0,0,AMD,Intel Core i5
316,HP,2 in 1 Convertible,16,Windows,1.29,130482,1,1,4k,331,0,1000,0,0,Intel,Intel Core i7
317,Lenovo,Notebook,4,Linux/Android/Chrome,1.45,24503,0,0,HD,117,0,0,0,16,Intel,Intel
318,HP,Notebook,8,Windows,1.95,52214,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
319,Acer,Notebook,4,Windows,1.4,25840,0,0,HD,135,0,0,0,128,Intel,Intel
320,HP,Notebook,8,Windows,1.48,68837,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
321,Lenovo,Notebook,4,Windows,2.79,31381,0,0,HD,106,1000,0,0,0,Nvidia,Intel Core i5
322,Asus,Notebook,8,Windows,2.0,58288,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
323,HP,Notebook,8,Windows,2.1,48058,1,0,Full HD,100,1000,0,0,0,Intel,Intel Core i7
324,Acer,Notebook,8,Windows,2.2,35111,0,0,HD,100,0,256,0,0,AMD,AMD
325,Lenovo,Notebook,4,Windows,1.44,15557,0,0,HD,111,0,0,0,32,Intel,Intel
326,Acer,Notebook,6,Windows,2.23,29250,0,0,HD,100,1000,0,0,0,Intel,Intel Core i5
327,Asus,Ultrabook,8,Windows,1.7,55938,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
328,HP,Ultrabook,8,Windows,1.26,71128,0,0,Full HD,176,0,256,0,0,Intel,Intel Core i7
329,Dell,Notebook,32,Windows,2.06,140605,0,1,4k,282,0,1000,0,0,Nvidia,Intel Core i7
330,MSI,Gaming,8,Windows,2.7,63882,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
331,Toshiba,Notebook,8,Windows,2.0,50243,1,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
332,Asus,Notebook,8,Windows,2.0,71075,0,0,Full HD,157,1000,256,0,0,Intel,Intel Core i7
333,Lenovo,Notebook,4,Windows,1.85,23922,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i3
334,Asus,Gaming,8,Windows,2.5,53226,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
335,HP,Notebook,8,Windows,1.48,67559,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
336,Dell,Ultrabook,8,Windows,1.9,55890,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
337,HP,Notebook,8,Windows,1.84,60952,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
338,Asus,Notebook,4,Linux/Android/Chrome,2.0,14651,0,0,HD,100,1000,0,0,0,Intel,Intel
339,Dell,Notebook,8,Windows,2.0,60885,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
340,Dell,Notebook,4,Linux/Android/Chrome,2.2,14646,0,0,HD,100,500,0,0,0,Intel,Intel
341,Lenovo,Notebook,12,Windows,2.2,47898,0,0,Full HD,141,2000,0,0,0,AMD,AMD
342,HP,Notebook,8,Windows,2.1,38148,1,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i3
343,Lenovo,2 in 1 Convertible,16,Windows,1.4,111834,1,1,4k,316,0,512,0,0,Intel,Intel Core i7
344,Dell,Ultrabook,8,Windows,1.2,84129,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i7
345,Lenovo,Gaming,16,Windows,2.4,60153,1,0,Full HD,141,2000,256,0,0,Nvidia,Intel Core i7
346,HP,Notebook,2,Windows,1.44,14865,0,0,HD,111,0,0,0,32,Intel,Intel
347,Dell,Ultrabook,16,Windows,1.88,85672,0,0,Full HD,141,0,768,0,0,Intel,Intel Core i7
348,Asus,2 in 1 Convertible,4,Windows,1.5,19980,0,1,HD,135,0,0,0,32,Intel,Intel
349,Dell,Ultrabook,8,Windows,1.9,35324,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i5
350,Dell,Notebook,16,Windows,2.06,108020,0,1,4k,282,0,512,0,0,Nvidia,Intel Core i7
351,HP,Notebook,8,Windows,1.84,69477,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
352,MSI,Gaming,8,Windows,2.7,75071,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
353,HP,Workstation,8,Windows,2.6,92615,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
354,Toshiba,Notebook,16,Windows,2.4,74751,1,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
355,Dell,Notebook,8,Windows,2.02,51729,0,0,Full HD,141,2000,128,0,0,AMD,Intel Core i7
356,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,17155,0,0,HD,100,1000,0,0,0,Intel,Intel
357,Dell,Gaming,8,Windows,2.65,53226,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
358,Dell,Notebook,8,Windows,2.36,29696,0,1,HD,100,2000,0,0,0,Intel,Intel Core i5
359,Dell,Notebook,8,Windows,1.36,76030,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
360,HP,Notebook,4,Windows,1.86,23389,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
361,Asus,Notebook,8,Windows,2.0,50349,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
362,Lenovo,Notebook,6,Windows,2.8,38308,0,0,HD,106,1000,128,0,0,Nvidia,Intel Core i5
363,HP,Notebook,8,Windows,1.86,34045,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
364,Lenovo,Notebook,8,Linux/Android/Chrome,2.2,26586,0,0,HD,100,0,256,0,0,Nvidia,Intel Core i3
365,HP,Notebook,8,Windows,2.04,20725,0,0,HD,100,2000,0,0,0,Intel,Intel
366,Dell,Notebook,8,Windows,2.8,57808,0,0,Full HD,127,1000,128,0,0,AMD,Intel Core i5
367,Lenovo,Gaming,8,Linux/Android/Chrome,2.4,43103,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
368,Dell,Notebook,8,Windows,2.33,47898,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
369,HP,Ultrabook,8,Windows,1.36,93240,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
370,Asus,2 in 1 Convertible,12,Windows,2.26,58554,0,1,Full HD,141,2000,512,0,0,Nvidia,Intel Core i7
371,Acer,Notebook,4,Windows,2.1,22697,0,0,HD,100,0,128,0,0,AMD,AMD
372,Asus,Gaming,16,Windows,3.25,117162,1,0,Full HD,127,1000,256,0,0,AMD,AMD
373,Lenovo,Notebook,4,Windows,2.6,26053,0,0,HD,106,0,128,0,0,AMD,AMD
374,Dell,2 in 1 Convertible,8,Windows,1.62,46300,0,1,Full HD,165,0,256,0,0,Intel,Intel Core i7
375,HP,Notebook,4,Windows,1.91,26053,0,0,Full HD,141,0,256,0,0,AMD,AMD
376,Lenovo,Netbook,4,Windows,1.59,29463,1,0,HD,135,0,128,0,0,Intel,Intel
377,Dell,Notebook,4,Windows,1.8,16463,0,0,HD,100,500,0,0,0,Intel,Intel
378,Asus,Notebook,4,Windows,1.5,15238,0,0,HD,111,0,0,0,32,Intel,Intel
379,Acer,Notebook,8,Linux/Android/Chrome,2.4,45074,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
380,HP,Gaming,8,Windows,3.35,63456,1,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
381,Lenovo,Notebook,4,Linux/Android/Chrome,1.85,21498,0,0,Full HD,141,0,128,0,0,Intel,Intel Core i3
382,Asus,Gaming,8,Windows,2.3,88178,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
383,Lenovo,Notebook,8,Windows,1.5,58554,1,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i5
384,Asus,Ultrabook,16,Windows,1.1,93181,0,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
385,Lenovo,Ultrabook,8,Windows,1.13,121584,1,0,HD,209,0,512,0,0,Intel,Intel Core i7
386,Lenovo,Notebook,4,Windows,1.5,29250,1,0,Full HD,165,0,128,0,0,Intel,Intel Core i3
387,Dell,Workstation,8,Windows,2.23,72940,0,0,Full HD,141,500,0,0,0,AMD,Intel Core i5
388,Dell,Workstation,8,Windows,2.0,113752,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
389,Lenovo,2 in 1 Convertible,16,Windows,1.42,133679,0,1,HD,209,0,512,0,0,Intel,Intel Core i7
390,Asus,Gaming,8,Windows,3.0,55357,0,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
391,Asus,Gaming,16,Windows,3.0,84768,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
392,Acer,Notebook,12,Windows,2.2,36975,1,0,HD,100,1000,0,0,0,Nvidia,Intel Core i5
393,MSI,Gaming,8,Windows,2.7,71874,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
394,Dell,Notebook,8,Linux/Android/Chrome,2.33,41498,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
395,HP,Ultrabook,4,Windows,1.91,26586,0,0,Full HD,141,0,256,0,0,AMD,AMD
396,Lenovo,Notebook,8,Windows,2.1,65510,1,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
397,Lenovo,Notebook,8,Windows,1.9,49976,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
398,Dell,Workstation,8,Windows,1.78,144495,0,1,4k,282,0,256,0,0,Nvidia,Intel Core i7
399,Lenovo,Ultrabook,16,Windows,1.13,139860,1,0,HD,209,0,1000,0,0,Intel,Intel Core i7
400,Lenovo,Notebook,4,Windows,2.2,16303,0,0,HD,100,1000,0,0,0,Intel,Intel
401,Asus,Gaming,16,Windows,2.9,81465,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
402,Lenovo,Notebook,8,Windows,2.1,60978,1,0,Full HD,141,1000,256,0,0,AMD,Intel Core i5
403,Acer,Notebook,8,Linux/Android/Chrome,2.5,46833,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
404,MSI,Gaming,16,Windows,2.8,119826,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
405,Asus,Ultrabook,8,Windows,1.1,99793,0,0,Full HD,157,0,512,0,0,Intel,Intel Core i7
406,Toshiba,Ultrabook,16,Windows,1.2,93080,0,0,Full HD,165,0,512,0,0,Intel,Intel Core i7
407,Dell,Ultrabook,8,Windows,1.36,89510,0,0,Full HD,157,0,512,0,0,Intel,Intel Core i7
408,Lenovo,Notebook,4,Windows,2.2,21791,0,0,Full HD,141,500,0,0,0,Intel,Intel Core i3
409,Lenovo,Notebook,2,Windows,1.15,16221,0,0,HD,135,0,0,0,32,Intel,Intel
410,Lenovo,Workstation,8,Windows,2.67,102564,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
411,Lenovo,Ultrabook,8,Windows,1.7,103523,1,0,Full HD,209,0,512,0,0,Nvidia,Intel Core i7
412,HP,Notebook,4,Windows,2.1,24988,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i3
413,Acer,2 in 1 Convertible,8,Windows,1.6,42038,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i7
414,Asus,2 in 1 Convertible,8,Windows,1.27,49443,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
415,Dell,Notebook,4,Linux/Android/Chrome,2.3,31909,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
416,Dell,Notebook,4,Windows,1.65,36709,0,0,HD,117,0,128,0,0,Intel,Intel Core i3
417,HP,Ultrabook,8,Windows,1.43,79920,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
418,Dell,Notebook,8,Windows,2.14,28768,0,0,HD,100,1000,0,0,0,Intel,Intel Core i5
419,Lenovo,Ultrabook,8,Windows,1.75,64755,1,0,Full HD,157,0,256,0,0,AMD,Intel Core i7
420,Lenovo,2 in 1 Convertible,16,Windows,2.0,101178,1,1,4k,282,0,512,0,0,Nvidia,Intel Core i7
421,Chuwi,Notebook,6,Windows,1.4,23922,1,0,Retina Display,267,0,0,0,64,Intel,Intel
422,HP,Notebook,8,Windows,2.31,76030,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
423,Asus,Notebook,8,Linux/Android/Chrome,2.3,31808,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i3
424,Dell,Gaming,16,Windows,4.42,149130,1,0,HD,169,1000,256,0,0,Nvidia,Intel Core i7
425,Dell,Gaming,8,Windows,2.62,61751,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
426,Dell,Notebook,8,Windows,2.02,60867,0,0,Full HD,141,2000,256,0,0,AMD,Intel Core i7
427,Dell,Ultrabook,8,Linux/Android/Chrome,1.6,58554,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
428,HP,Gaming,12,Windows,3.35,106506,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
429,Mediacom,2 in 1 Convertible,4,Windows,1.16,15930,1,1,Full HD,189,0,32,0,0,Intel,Intel
430,Samsung,Netbook,4,Linux/Android/Chrome,1.15,14332,0,0,HD,135,0,0,0,16,Intel,Intel
431,Lenovo,Notebook,8,Windows,1.4,53812,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i7
432,Lenovo,Notebook,4,Windows,1.7,31914,1,0,Full HD,157,0,128,0,0,Intel,Intel Core i3
433,Lenovo,Workstation,16,Windows,2.3,130269,1,0,4k,282,0,512,0,0,Nvidia,Intel Core i7
434,Lenovo,Notebook,16,Windows,2.5,130482,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
435,Asus,Gaming,8,Windows,3.2,90309,0,0,Full HD,127,1000,256,0,0,AMD,AMD
436,HP,Notebook,4,Windows,2.1,18488,0,0,HD,100,500,0,0,0,Intel,Intel
437,Google,Ultrabook,16,Linux/Android/Chrome,1.1,117162,0,1,HD,234,0,512,0,0,Intel,Intel Core i7
438,Lenovo,Ultrabook,24,Windows,1.32,126912,0,0,HD,209,0,512,0,0,Intel,Intel Core i7
439,Asus,Notebook,4,Linux/Android/Chrome,2.0,29783,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
440,Lenovo,Notebook,8,Windows,2.8,27652,0,0,HD,106,1000,0,0,0,AMD,AMD
441,Dell,Notebook,4,Windows,2.2,39906,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
442,Lenovo,Ultrabook,8,Windows,1.36,76137,1,0,Full HD,176,0,256,0,0,Intel,Intel Core i5
443,Lenovo,Notebook,4,Windows,2.2,18594,0,0,Full HD,141,0,128,0,0,Intel,Intel
444,HP,Gaming,8,Windows,2.2,58554,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
445,Dell,Notebook,8,Windows,1.64,62817,0,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i5
446,Acer,Notebook,4,Linux/Android/Chrome,2.4,23539,0,0,HD,100,500,0,0,0,Intel,Intel Core i5
447,Dell,Workstation,8,Windows,2.23,106187,0,0,Full HD,141,1000,0,0,64,Nvidia,Intel
448,MSI,Gaming,8,Windows,2.2,54757,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
449,Microsoft,Ultrabook,16,Windows,1.25,137941,0,1,HD,200,0,512,0,0,Intel,Intel Core i7
450,HP,Notebook,8,Windows,1.91,31381,0,0,HD,100,0,128,0,0,Intel,Intel Core i5
451,Dell,Workstation,16,Windows,2.17,105228,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
452,HP,Workstation,8,Windows,2.31,81731,1,0,Full HD,141,0,512,0,0,Intel,Intel Core i7
453,Lenovo,Notebook,8,Windows,1.65,71661,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
454,Dell,Notebook,8,Windows,2.36,52161,0,0,Full HD,141,1000,128,0,0,AMD,Intel Core i7
455,Dell,2 in 1 Convertible,4,Windows,1.47,25521,0,1,HD,135,500,0,0,0,Intel,Intel
456,Dell,Notebook,8,Windows,4.42,109010,1,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
457,Microsoft,Ultrabook,4,Windows,1.252,52693,0,1,HD,200,0,128,0,0,Intel,Intel
458,Microsoft,Ultrabook,8,Windows,1.25,95850,0,1,HD,200,0,256,0,0,Intel,Intel Core i7
459,HP,Notebook,8,Windows,2.5,34093,0,0,HD,106,0,256,0,0,Intel,Intel Core i3
460,Acer,Notebook,4,Windows,2.23,28984,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i3
461,Acer,Netbook,4,Windows,1.4,23176,0,0,HD,135,0,128,0,0,Intel,Intel
462,Asus,Notebook,8,Windows,2.37,39906,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
463,Lenovo,Notebook,8,Linux/Android/Chrome,1.5,42570,1,0,Full HD,157,0,512,0,0,AMD,Intel Core i7
464,Lenovo,Notebook,8,Windows,2.67,111355,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
465,Asus,Notebook,4,Windows,2.0,16197,0,0,HD,100,500,0,0,0,Intel,Intel
466,Acer,Notebook,4,Windows,2.2,24988,0,0,HD,100,500,0,0,0,Nvidia,Intel Core i3
467,Dell,Notebook,8,Windows,2.02,40439,0,0,Full HD,141,2000,0,0,0,AMD,Intel Core i5
468,HP,Gaming,12,Windows,3.78,90522,1,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
469,Lenovo,Ultrabook,12,Windows,1.4,98994,1,0,Quad HD+,209,0,256,0,0,Intel,Intel Core i7
470,HP,2 in 1 Convertible,8,Windows,1.29,106506,1,1,4k,331,0,512,0,0,Intel,Intel Core i7
471,HP,Notebook,8,Windows,1.9,61485,0,0,Full HD,141,500,0,0,0,AMD,Intel Core i5
472,Google,Ultrabook,8,Linux/Android/Chrome,1.1,67932,0,1,HD,234,0,128,0,0,Intel,Intel Core i5
473,Dell,Ultrabook,8,Windows,1.42,98133,0,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
474,Asus,Notebook,12,Windows,2.06,69210,1,0,4k,282,1000,128,0,0,Intel,Intel Core i7
475,Dell,Notebook,8,Windows,1.79,39427,0,0,HD,111,0,128,0,0,Intel,Intel Core i3
476,Dell,Workstation,8,Windows,1.78,128298,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
477,Lenovo,Notebook,8,Windows,1.7,72673,0,0,Full HD,157,0,180,0,0,Intel,Intel Core i5
478,Dell,Notebook,8,Windows,2.2,35964,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i5
479,Toshiba,Notebook,8,Windows,1.05,89084,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
480,Dell,Notebook,8,Windows,2.16,67239,1,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
481,Dell,Notebook,4,Windows,2.18,31254,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
482,HP,Notebook,4,Windows,1.49,38681,1,0,Full HD,165,0,128,0,0,Intel,Intel Core i5
483,Chuwi,Notebook,4,Windows,1.89,13261,0,0,Full HD,141,0,0,0,64,Intel,Intel
484,Lenovo,Notebook,4,Windows,2.3,30103,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
